Genus,Species,Capellini_BMR..mlO2.hour.,Capellini_Body.mass.for.BMR..gr.,Capellini_Reference.for.BMR,Capellini_FMR..kJ.day.,Capellini_Body.mass.for.FMR..gr.,Smith_Log.mass,Smith_Combined.mass,Ernest_mass.g.,Ernest_gestation.mo.,Ernest_newborn.g.,Ernest_weaning.mo.,Ernest_wean.mass.g.,Ernest_AFR.mo.,Ernest_max..life.mo.,Ernest_litter.size,Ernest_litters.year,Common.name,AnAge_Female.maturity..days.,AnAge_Male.maturity..days.,AnAge_Gestation.Incubation..days.,AnAge_Weaning..days.,AnAge_Litter.Clutch.size,AnAge_Litters.Clutches.per.year,AnAge_Inter.litter.Interbirth.interval,AnAge_Birth.weight..g.,AnAge_Weaning.weight..g.,AnAge_Adult.weight..g.,AnAge_Growth.rate..1.days.,AnAge_Maximum.longevity..yrs.,AnAge_Source,AnAge_Specimen.origin,AnAge_Sample.size,AnAge_Data.quality,AnAge_IMR..per.yr.,AnAge_MRDT..yrs.,AnAge_Metabolic.rate..W.,AnAge_Body.mass..g.,AnAge_Temperature..K.,AnAge_References,MamDiet_Animal,MamDiet_Vertebrate,MamDiet_Mammal,MamDiet_Bird,MamDiet_Herptile,MamDiet_Fish,MamDiet_Invertebrate,MamDiet_Plant,MamDiet_Seed,MamDiet_Fruit,MamDiet_Nectar,MamDiet_Root,MamDiet_Leaf,MamDiet_Woody,MamDiet_Herbaceous,MamDiet_Other,MamDiet_TaxonomicNote,MamDiet_FillCode,MamDiet_TrophicLevel,MamDiet_MammalEater,MamDiet_Insectivore,MamDiet_Frugivore,MamDiet_Granivore,MamDiet_Folivore,Sieg_Tb,Sieg_Mass.Mean,Sieg_Mass.SD,Sieg_BMR.Mean,Sieg_BMR.SD,Pacifici_AdultBodyMass_g,Pacifici_Max_longevity_d,Pacifici_Rspan_d,Pacifici_AFR_d,Pacifici_Data_AFR,Pacifici_Calculated_GL_d,Pacifici_GenerationLength_d,Pineda_Seeds,Pineda_Invertebrate,Pineda_Fungi,Pineda_Vertebrate,Pineda_Flowers.Gum,Pineda_Roots.Tubers,Pineda_Green.Plants,Pineda_Fruit,Pineda_Main_food,Pineda_Body_mass_g
Marmota,monax,662.5,2650,White et al06BiolLett,NA,NA,3.58,3801.7,3413,1.09,27.43,1.57,248,17.81,116,4.5,1,Woodchuck,548,548,32,46,4.5,1,NA,27,248,4000,NA,14,671,captivity,medium,acceptable,NA,NA,3.696,2650,310.15,"36,420,434,455,671,700",2,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,,0,Omnivore,0,0,0,0,1,37,2660,705,718,167.4,3880.93,4380,3997.91,445.59,calculated,1604.9839,1604.9839,30,0,0,0,0,0,40,30,Generalist,3801.72
Microdipodops,megacephalus,30.173,11,White et al06BiolLett,NA,NA,1.02,10.5,13.45,NA,NA,NA,NA,NA,65,3.9,NA,Dark kangaroo mouse,NA,NA,NA,NA,4,NA,NA,NA,NA,13.4,NA,NA,,unknown,small,low,NA,NA,0.168,11,305.95,"36,420,441,544,610",3,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,,0,Herbivore,0,0,0,1,0,32.8,11.2,0.9,28.6,0.4,12.3,1977.083333,NA,NA,no information,NA,873.5194667,80,20,0,0,0,0,0,0,Granivore,10.45
Microdipodops,pallidus,19.76,15.2,White et al06BiolLett,NA,NA,1.1,12.5,13.55,NA,1,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,0,Omnivore,0,1,0,1,1,39.3,15.2,NA,19.8,4.6,13.36,NA,NA,NA,no information,NA,873.5194667,80,20,0,0,0,0,0,0,Granivore,12.5
Microtus,californicus,68.2,44,White et al06BiolLett,NA,NA,1.76,57.4,53.5,0.71,2.83,0.6,17.67,2.18,NA,4.54,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,,1,Herbivore,0,0,0,1,1,38.8,44,NA,67.9,NA,57.42,NA,NA,NA,no information,NA,373.6238021,20,0,0,0,0,0,80,0,Herbivore,57.42
Microtus,longicaudus,67.52,28.55,White et al06BiolLett,NA,NA,1.67,46.7,36.7,NA,NA,NA,NA,NA,14,5.22,1.9,Long-tailed vole,NA,NA,NA,NA,5.22,1.9,NA,NA,NA,36.7,NA,NA,,unknown,small,low,NA,NA,0.383,32.5,311.15,"36,420,455,610,619",0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,Herbivore,0,0,1,1,1,38,27.8,3.1,65,8.5,44.8,NA,NA,NA,no information,NA,373.6238021,20,0,0,0,0,0,80,0,Herbivore,46.71
Microtus,montanus,83.33,35.13,White et al06BiolLett,NA,NA,1.56,36.3,49.5,0.7,3.05,0.54,9.33,0.82,NA,4.82,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,,0,Herbivore,0,0,0,1,1,35.3,35.9,3,71.7,8.1,42.85,NA,NA,NA,no information,NA,373.6238021,20,0,0,0,0,0,80,0,Herbivore,36.33
Microtus,ochrogaster,79.08,46.7,White et al06BiolLett,NA,NA,1.58,38,40,0.74,3.02,0.67,16.68,1.56,35,3.8,4,Prairie vole,47,NA,23,20,3.8,4,26,3.02,16.7,40,0.0666,5.3,671,captivity,small,acceptable,NA,NA,0.41,48.2,311.05,"36,420,434,455,610,600,000,000,000,000",2,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,,0,Omnivore,0,0,0,0,1,37.9,45.7,6.3,128.6,14,42.5,1934.5,1920.56,58.44,calculated,615.4024,615.4024,20,0,0,0,0,0,80,0,Herbivore,38.01
Microtus,oeconomus,100.93,33.7,White et al06BiolLett,NA,NA,1.63,43,93.33,0.71,2.43,0.71,15.9,0.94,21,5.76,3.38,Tundra vole,30,48,22,19,7,3.5,29,2.43,18,58,0.0798,NA,,unknown,tiny,low,NA,NA,0.566,32.8,311.55,"2,36,420,441,455,538,542,680,731,1150",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,Herbivore,0,0,0,0,1,38.4,35,5,99.8,17.5,33.1,657,615,42,PanTHERIA,220.35,220.35,20,0,0,0,0,0,80,0,Herbivore,34.38
Microtus,oeconomus,100.93,33.7,White et al06BiolLett,NA,NA,1.51,32.2,93.33,0.71,2.43,0.71,15.9,0.94,21,5.76,3.38,Tundra vole,30,48,22,19,7,3.5,29,2.43,18,58,0.0798,NA,,unknown,tiny,low,NA,NA,0.566,32.8,311.55,"2,36,420,441,455,538,542,680,731,1150",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,Herbivore,0,0,0,0,1,38.4,35,5,99.8,17.5,33.1,657,615,42,PanTHERIA,220.35,220.35,20,0,0,0,0,0,80,0,Herbivore,34.38
Microtus,pennsylvanicus,75.07,38.9,White et al06BiolLett,115,36.9,1.57,36.8,43.67,0.7,2.46,0.48,13.6,0.94,16,4.96,2.58,Meadow vole,29,37,21,14,5.5,2.6,21,2.46,11.52,49,0.0397,NA,,unknown,small,low,NA,NA,0.428,38.2,311.65,"36,420,455,511,542,600,000,000",0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,,0,Herbivore,0,0,0,1,1,38.5,41.2,6.3,76.4,7.6,42.53,334.5833334,289.5833334,45,PanTHERIA,128.9791667,128.9791667,20,0,0,0,0,0,80,0,Herbivore,36.75
Microtus,pinetorum,58.4,25.5,White et al06BiolLett,NA,NA,1.42,26.3,25.5,0.75,2.32,0.68,9.63,3.21,NA,2.89,2.74,Woodland vole,98,NA,21,21,3,2.7,26,2.32,9.6,25.5,0.055,3.8,671,captivity,small,acceptable,NA,NA,0.305,24.8,311.45,"36,420,434,441,455,600,000,000,000,000",0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,,0,Herbivore,0,0,0,1,1,38.3,24.1,2,52.5,10.7,25.95,1204.5,1152.175,97.315,calculated,431.44575,431.44575,20,0,0,0,0,0,80,0,Herbivore,26.28
Microtus,richardsoni,128.02,65.65,White et al06BiolLett,NA,NA,1.93,85,106.2,0.9,5.05,0.7,31.09,NA,NA,5.8,2,Water vole,NA,NA,22,21,5.8,2,NA,5.05,31.1,51,NA,NA,,unknown,small,low,NA,NA,0.701,64.5,311.85,"36,420,434,455,542,600",2,0,0,0,0,0,2,1,2,0,0,1,1,3,1,3,,0,Omnivore,0,0,0,0,1,38.7,56.1,8.1,103,10.1,85.5,547.5,NA,NA,no information,NA,373.6238021,20,0,0,0,0,0,80,0,Herbivore,85
Microtus,townsendii,90.4,52.2,White&Seymour03PNAS,NA,NA,1.81,64.8,54.8,0.75,NA,0.53,15.1,NA,NA,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,,0,Herbivore,0,0,0,0,1,NA,52.2,0.8,85.6,2.6,52.02,NA,NA,NA,no information,NA,373.6238021,20,0,0,0,0,0,80,0,Herbivore,64.75
Microtus,xanthognathus,98.64,68.5,White et al06BiolLett,NA,NA,2.1,125.8,141.5,NA,3.5,1,NA,NA,NA,8.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,,0,Herbivore,0,0,0,0,1,38,68.5,12.6,98.6,13.6,92.65,NA,NA,NA,no information,NA,373.6238021,20,0,0,0,0,0,80,0,Herbivore,125.75
Mus,musculus,NA,NA,NA,65.1,19.3,1.33,21.5,20.5,0.69,1.25,0.72,8.95,2.37,72,6.07,4.57,House mouse,42,42,19,22,7,5.4,30,1.25,8.9,20.5,0.0298,4,506,captivity,large,high,0.01,0.3,0.271,18,310.05,"2,11,13,14,36,51,53,59,69,110,217,248,272,305,309,310,311,312,315,325,326,331,403,404,405,429,434,436,441,455,478,506,534,567,603,606,607,610,680,715,731,738,742,754,776,777,786,857,912,917,926,953,966,975,981,1103,1136",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,,1,Omnivore,0,0,0,1,1,36.3,22.6,2.3,57.3,10.7,19.3,1825,1685.5,139.5,PanTHERIA,628.295,628.295,20,20,0,0,0,0,60,0,Herbivore,16.25
Mus,musculus,NA,NA,NA,65.1,19.3,1.22,16.5,20.5,0.69,1.25,0.72,8.95,2.37,72,6.07,4.57,House mouse,42,42,19,22,7,5.4,30,1.25,8.9,20.5,0.0298,4,506,captivity,large,high,0.01,0.3,0.271,18,310.05,"2,11,13,14,36,51,53,59,69,110,217,248,272,305,309,310,311,312,315,325,326,331,403,404,405,429,434,436,441,455,478,506,534,567,603,606,607,610,680,715,731,738,742,754,776,777,786,857,912,917,926,953,966,975,981,1103,1136",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,,1,Omnivore,0,0,0,1,1,36.3,22.6,2.3,57.3,10.7,19.3,1825,1685.5,139.5,PanTHERIA,628.295,628.295,20,20,0,0,0,0,60,0,Herbivore,16.25
Mus,musculus,NA,NA,NA,65.1,19.3,1.18,15,20.5,0.69,1.25,0.72,8.95,2.37,72,6.07,4.57,House mouse,42,42,19,22,7,5.4,30,1.25,8.9,20.5,0.0298,4,506,captivity,large,high,0.01,0.3,0.271,18,310.05,"2,11,13,14,36,51,53,59,69,110,217,248,272,305,309,310,311,312,315,325,326,331,403,404,405,429,434,436,441,455,478,506,534,567,603,606,607,610,680,715,731,738,742,754,776,777,786,857,912,917,926,953,966,975,981,1103,1136",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,,1,Omnivore,0,0,0,1,1,36.3,22.6,2.3,57.3,10.7,19.3,1825,1685.5,139.5,PanTHERIA,628.295,628.295,20,20,0,0,0,0,60,0,Herbivore,16.25
Napaeozapus,insignis,39.6,22,White et al06BiolLett,NA,NA,1.35,22.3,21.33,0.77,0.96,1.19,8.9,8.4,48,4.42,1.33,Woodland jumping mouse,256,NA,29,36,4,1.3,NA,0.9,8.9,25,0.0277,NA,,unknown,small,low,NA,NA,0.22,21.8,310.15,"36,420,434,441,455,600,000,000",1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,,0,Omnivore,0,1,0,1,0,37,21.6,2.5,21.8,8.6,22.25,1460,1064.955,446.775,calculated,755.61195,755.61195,40,20,0,0,0,0,30,10,Generalist,22.3
Neofiber,alleni,216.8,258.1,White et al06BiolLett,NA,NA,2.42,266,269,0.93,11.08,0.75,NA,2.98,NA,2.34,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,,0,Herbivore,0,0,0,0,1,37.1,258.1,40.1,216.8,37.2,265.38,NA,NA,NA,no information,NA,766.22453,0,0,0,0,0,0,100,0,Herbivore,266
Neotoma,albigula,134.5,183,White&Seymour03PNAS,NA,NA,2.31,206,198,1.19,11.35,0.96,78.15,5,92,2.15,2,White-throated woodrat,84,101,29,43,2,2,49,11.5,103.3,209,NA,9.5,671,captivity,small,acceptable,NA,NA,0.735,177.6,309.15,"36,420,434,441,455,600,000",3,0,0,0,0,0,3,1,1,0,0,1,1,0,0,1,,1,Herbivore,0,0,0,1,1,37.6,111.6,48.3,89.5,8,208.18,3139,3077.86,127.14,calculated,1019.7194,1019.7194,20,10,0,0,0,0,70,0,Herbivore,206.03
Neotoma,cinerea,168.6,205.1,White&Seymour03PNAS,NA,NA,2.48,299.2,335.5,0.98,13.5,0.9,107.03,11.59,36,3.68,2,Bushy-tailed woodrat,353,NA,30,27,3.68,2,30,13.5,107,335.5,0.0442,NA,,unknown,tiny,low,NA,NA,1.152,256.5,NA,"36,455,610,623,671,600,000,000",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,,0,Herbivore,0,0,1,1,1,37.7,258.9,69,208.1,32.8,285.89,NA,NA,NA,no information,NA,857.0894875,20,10,0,0,0,0,70,0,Herbivore,299.15
Neotoma,fuscipes,147.73,187,White et al06BiolLett,NA,NA,2.36,229.8,233.58,1.02,12.1,0.88,NA,6,NA,2.65,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,,0,Herbivore,0,0,1,1,1,NA,NA,NA,NA,NA,213.26,NA,NA,NA,no information,NA,857.0894875,20,10,0,0,0,0,70,0,Herbivore,229.83
Neotoma,lepida,86.9,110,White et al06BiolLett,NA,NA,2.21,163.7,125.33,1.1,8.96,0.95,34.63,4.21,67,2.92,2,Desert woodrat,76,76,33,31,3,3,60,8.45,35,236,NA,10.5,671,captivity,small,acceptable,NA,NA,0.46,112.5,309.95,"36,420,455,671",3,0,0,0,0,0,3,1,1,0,0,1,1,0,0,1,,1,Herbivore,0,0,0,1,1,36.8,113.9,19.8,93.7,20.4,143.88,3832.5,3770.905,127.585,calculated,1221.14745,1221.14745,20,10,0,0,0,0,70,0,Herbivore,163.75
Ochrotomys,nuttalli,27.11,19.5,White et al06BiolLett,NA,NA,1.35,22.4,22,0.95,2.63,0.63,10.9,NA,101,2.55,NA,Golden mouse,NA,NA,30,21,2.7,NA,25,2.7,12.5,22,0.0591,8.4,671,captivity,small,acceptable,NA,NA,0.151,19.5,309.55,"36,420,434,455,538,600,000,000",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,Herbivore,0,0,0,1,0,36.4,19.2,3.1,25.5,2.2,22.81,1989.25,NA,NA,no information,NA,589.3882991,100,0,0,0,0,0,0,0,Granivore,22.37
Ondatra,zibethicus,642.94,1004.6,White et al06BiolLett,NA,NA,3.06,1150,1135.8,0.91,21.92,0.84,152.1,4.96,120,6.28,2.68,Muskrat,285,285,26,25,6.7,2.7,30,22.72,152.1,1362,0.0323,NA,,unknown,tiny,low,NA,NA,4.363,976.3,310.55,"36,420,434,441,455,600,000,000,000,000",3,3,0,0,0,3,3,1,0,0,0,0,1,0,1,0,,0,Herbivore,0,0,0,0,1,37.4,879.5,99.4,679.5,59.7,991.31,3650,3285,365,PanTHERIA,1317.65,1317.65,0,10,0,0,0,0,90,0,Herbivore,1065.75
Ondatra,zibethicus,642.94,1004.6,White et al06BiolLett,NA,NA,2.99,981.5,1135.8,0.91,21.92,0.84,152.1,4.96,120,6.28,2.68,Muskrat,285,285,26,25,6.7,2.7,30,22.72,152.1,1362,0.0323,NA,,unknown,tiny,low,NA,NA,4.363,976.3,310.55,"36,420,434,441,455,600,000,000,000,000",3,3,0,0,0,3,3,1,0,0,0,0,1,0,1,0,,0,Herbivore,0,0,0,0,1,37.4,879.5,99.4,679.5,59.7,991.31,3650,3285,365,PanTHERIA,1317.65,1317.65,0,10,0,0,0,0,90,0,Herbivore,1065.75
Onychomys,torridus,29.6,19.1,White&Seymour03PNAS,NA,NA,1.4,25,19,0.97,2.32,0.69,9.35,2.1,55,3.58,2.6,Southern grasshopper mouse,41,41,30,20,3.7,2.7,30,2.6,9.2,22,0.018,4.6,671,captivity,small,acceptable,NA,NA,0.165,19.1,309.15,"36,420,434,441,455,600,000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,NA,19.1,NA,29.6,12.9,21.68,1679,1557.34,121.66,PanTHERIA,573.2886,573.2886,0,90,0,0,0,0,10,0,Insectivore,24.97
Perognathus,flavus,17.31,8.3,White et al06BiolLett,NA,NA,0.89,7.7,7.83,0.83,NA,1,NA,NA,60,4.43,1.33,Silky pocket mouse,NA,NA,26,30,4,2,NA,NA,NA,8,NA,NA,,unknown,small,low,NA,NA,0.097,8.3,307.75,"36,420,455,520,538,600",2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,,1,Omnivore,0,0,0,1,0,34.6,8.3,0.9,17.3,2.2,7.97,1825,NA,NA,no information,NA,996.4534,80,10,0,0,0,0,10,0,Granivore,7.73
Perognathus,longimembris,9.523,8.9,White et al06BiolLett,NA,NA,0.88,7.6,9,0.77,0.78,0.66,4.75,4.96,100,4.33,1.33,Little pocket mouse,151,NA,22,28,5,1.25,NA,0.9,4,8,0.0766,8.3,434,captivity,small,acceptable,NA,NA,0.061,8.5,307.85,"36,420,434,441,455,500,000,000",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,0,Omnivore,0,1,0,0,1,34.7,8.6,0.6,15.9,3,8.07,3029.5,2926.46,147.78,calculated,996.4534,996.4534,80,10,0,0,0,0,10,0,Granivore,7.6
Peromyscus,californicus,52.36,47.6,White et al06BiolLett,NA,NA,1.64,43.5,42,0.97,4.46,0.98,18.65,1.5,NA,2.02,4.56,California mouse,46,NA,30,30,2,4.6,24,4.46,18.6,42,NA,5.5,671,captivity,small,acceptable,NA,NA,0.267,47,309.55,"364,204,555,386,106,000,000,000,000",1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,1,Omnivore,0,1,1,1,0,36.4,47.6,5.5,53.2,7.6,42.68,2007.5,1988.975,81.475,calculated,658.27775,658.27775,20,50,0,10,0,0,0,20,Generalist,43.53
Peromyscus,crinitus,25.12,15.9,White et al06BiolLett,39.3,13.4,1.25,18,16.33,0.82,2.2,0.87,13.87,3.77,NA,3.08,2.05,Canyon mouse,70,70,24,28,3,2.05,27,2.2,14.1,16.5,NA,7.7,647,captivity,small,acceptable,NA,NA,0.162,20.5,308.85,"36,420,455,647,773",1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,1,Omnivore,0,1,1,1,0,35.7,17.9,2.5,27.1,3.8,16.32,2810.5,2763.975,95.855,calculated,897.40775,897.40775,20,50,0,10,0,0,0,20,Generalist,17.98
Peromyscus,eremicus,33.11,21.5,White et al06BiolLett,NA,NA,1.37,23.6,25,0.85,2.33,0.82,NA,4.23,NA,2.63,3.5,Cactus mouse,129,NA,26,25,2.6,3.5,39,2.33,NA,25,NA,7.4,671,captivity,medium,acceptable,NA,NA,0.173,21,309.75,"36,420,434,455,610,600,000,000",1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,1,Omnivore,0,1,1,1,0,36.6,20.3,1,30.9,4.8,22.73,2701,2673.605,80.745,calculated,856.09045,856.09045,20,50,0,10,0,0,0,20,Generalist,23.65
Peromyscus,gossypinus,36.98,21.5,White et al06BiolLett,NA,NA,1.47,29.4,29,0.83,2.2,0.81,13.69,1.68,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,2,2,2,0,0,0,0,0,0,,0,Omnivore,0,1,0,0,0,37.5,21.5,4.7,37,8.4,27.68,471.4583334,444.8783334,72.58,calculated,201.5947167,201.5947167,20,50,0,10,0,0,0,20,Generalist,29.39
Peromyscus,leucopus,33.2,20,White et al06BiolLett,41.4,19.2,1.33,21.2,23,0.83,1.89,0.77,9.58,2.33,NA,4.42,3.9,White-footed mouse,73,NA,26,22,4.5,3.7,26,1.89,9.24,23,0.0456,7.9,671,captivity,small,acceptable,0.001,0.5,0.213,22.3,309.85,"2,36,74,304,305,306,307,308,309,310,311,312,313,314,315,326,420,436,441,455,534,542,606,610,671,676,680,731,773,777,917,1115,1143",1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,1,Omnivore,0,1,1,1,0,36.7,22.4,2.1,109.5,0.8,18.07,2019.666667,1913.216667,106.45,PanTHERIA,661.2828333,661.2828333,20,50,0,10,0,0,0,20,Generalist,21.17
Peromyscus,maniculatus,36.88,22.8,White et al06BiolLett,53.4,17.9,1.33,21.3,20.5,0.88,1.83,0.84,8.95,2.58,100,4.73,3.4,Deer mouse,49,NA,24,22,5,3,27,2,9.2,20.5,0.0643,8.3,434,captivity,medium,acceptable,NA,NA,0.219,20.5,309.75,"36,59,308,420,434,436,441,455,610,676,680,715,731,773,776,777,917,1136,1143",3,3,0,0,0,0,3,1,1,3,0,0,0,0,0,0,,0,Herbivore,0,0,0,1,0,36.6,20.1,1.7,39.2,6.4,19.98,3029.5,2942.78,86.72,PanTHERIA,940.1262,940.1262,20,50,0,10,0,0,0,20,Generalist,21.28
Peromyscus,polionotus,21.5,12,White&Seymour03PNAS,NA,NA,1.11,13,14,0.79,1.63,0.76,6.77,0.99,NA,3.6,2.7,Oldfield mouse,28,NA,24,21,3.8,3,25,1.68,6.72,14,0.0558,5.5,671,captivity,medium,acceptable,NA,NA,0.12,12,NA,"36,455,671,731,773",1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,1,Omnivore,0,1,1,1,0,NA,12,1.9,21.5,5.2,14.27,2007.5,2001.42,53.88,calculated,634.2918,634.2918,20,50,0,10,0,0,0,20,Generalist,12.95
Peromyscus,truei,50.796,33.2,White et al06BiolLett,NA,NA,1.44,27.4,27,0.99,2.32,0.85,10.5,1.18,NA,3.5,3.4,Pinyon mouse,50,NA,26,30,3.4,5,40,2.315,10.5,25,0.0481,5.4,671,captivity,small,acceptable,NA,NA,0.307,33.1,309.85,"364,344,556,106,716,000,000,000,000",1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,,0,Omnivore,0,1,1,1,0,36.7,33.2,3,56,6.7,27,1971,1957.725,71.645,calculated,639.38525,639.38525,20,50,0,10,0,0,0,20,Generalist,27.35
Phenacomys,intermedius,67.295,21.5,White et al06BiolLett,NA,NA,1.4,25.2,33,0.71,2.18,0.63,15.28,1.21,48,4.58,2.3,Western heather vole,37,NA,22,19,4.58,2.3,NA,2.18,15.3,33,NA,NA,,unknown,small,low,NA,NA,0.375,21.5,311.05,"36,420,434,455,610,600,000",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,,0,Herbivore,0,0,1,1,1,37.9,21.5,1.8,67.3,5.8,25.2,NA,NA,NA,no information,NA,589.3882991,20,0,0,0,0,0,60,20,Herbivore,25.2
Podomys,floridanus,51.7,30.8,White&Seymour03PNAS,NA,NA,1.49,30.8,31.25,0.77,2.4,0.84,11.5,NA,89,2.74,NA,Florida mouse,NA,NA,23,25,2.5,NA,33,2.4,12.5,32,NA,7.4,434,captivity,small,acceptable,NA,NA,0.288,30.8,NA,"36,434,455,538,610",1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,0,Omnivore,0,1,0,1,1,NA,30.8,9.1,51.7,16.6,30.74,2688.833333,2671.473333,63.36,calculated,838.0872667,838.0872667,40,30,0,0,0,0,30,0,Generalist,30.8
Reithrodontomys,megalotis,22.5,9,White et al06BiolLett,NA,NA,0.97,9.4,11.03,0.76,1.33,0.7,NA,3.53,NA,3.32,NA,Western harvest mouse,107,80,23,21,3.3,4.5,28,1.33,NA,11,NA,NA,,unknown,small,low,NA,NA,0.13,9,309.95,"36,420,434,455,610,600,000,000",1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,,0,Omnivore,0,1,0,1,1,36.8,10.6,2.2,19.4,4.7,10.72,547.5,485.5,62,PanTHERIA,202.795,202.795,50,0,0,0,0,0,50,0,Generalist,9.37
Sciurus,carolinensis,369.6,440,White et al06BiolLett,574,588,2.7,506.5,540.33,1.43,15.15,2.14,165,10.48,283,3.46,1.83,Eastern gray squirrel,343,401,44,66,4,2,NA,15,200,533,0.0234,23.6,671,captivity,small,acceptable,NA,NA,2.062,440,311.85,"362,632,644,204,414,000,000,000,000,000,000",3,3,0,0,0,0,3,1,1,1,0,0,0,0,0,0,,0,Herbivore,0,0,1,1,0,38.7,440,86.4,369.6,48.4,545.4,8687,8322,365,PanTHERIA,2778.38,2778.38,50,0,0,0,0,0,30,20,Generalist,506.5
Sigmodon,fulviventer,207.4,137.8,White&Seymour03PNAS,NA,NA,2.33,214,211,1.17,NA,NA,NA,1.5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,Omnivore,0,1,0,0,0,NA,137.9,22.9,206.5,23.1,195.94,NA,NA,NA,no information,NA,596.57,0,50,0,0,0,0,50,0,Generalist,214
Sigmodon,hispidus,230.4,139.3,White et al06BiolLett,NA,NA,1.97,92.4,185,0.89,6.69,0.49,23.56,1.31,62,5.58,2,Hispid cotton rat,40,40,27,15,5,6.7,NA,6.2,19.8,185,0.0362,5.2,671,captivity,medium,acceptable,NA,NA,1.085,159.6,311.25,"36,360,361,420,434,400,000,000,000,000,000,000,000",1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,Omnivore,0,1,0,0,0,38.1,141.3,13.2,193,24.8,110.65,1898,1833,65,PanTHERIA,596.57,596.57,0,50,0,0,0,0,50,0,Generalist,92.38
Sigmodon,hispidus,230.4,139.3,White et al06BiolLett,NA,NA,1.97,92.4,185,0.89,6.69,0.49,23.56,1.31,62,5.58,2,Hispid cotton rat,40,40,27,15,5,6.7,NA,6.2,19.8,185,0.0362,5.2,671,captivity,medium,acceptable,NA,NA,1.085,159.6,311.25,"36,360,361,420,434,400,000,000,000,000,000,000,000",1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,Omnivore,0,1,0,0,0,38.1,141.3,13.2,193,24.8,110.65,1898,1833,65,PanTHERIA,596.57,596.57,0,50,0,0,0,0,50,0,Generalist,92.38
